Time (s),Frequency (Hz),Intensity (dB)
6.572972972972973,1416.40625,10.134462
6.572972972972973,1423.6328125,8.636685
6.572972972972973,1430.859375,8.093813
6.572972972972973,1438.0859375,8.433939
6.572972972972973,1445.3125,6.219672
6.572972972972973,1452.5390625,0.71276546
6.572972972972973,1459.765625,5.494309
6.572972972972973,1466.9921875,8.974948
6.572972972972973,1474.21875,8.646456
6.572972972972973,1481.4453125,4.7362885
6.572972972972973,1488.671875,-5.559057
6.572972972972973,1495.8984375,-1.1998831
6.572972972972973,1503.125,3.9794598
6.572972972972973,1510.3515625,6.2469854
6.572972972972973,1517.578125,7.5774856
6.572972972972973,1524.8046875,7.909944
6.572972972972973,1532.03125,6.8507957
6.572972972972973,1539.2578125,4.592301
6.572972972972973,1546.484375,4.2413077
6.572972972972973,1553.7109375,6.9775653
6.572972972972973,1560.9375,9.316525
6.572972972972973,1568.1640625,10.754242
6.572972972972973,1575.390625,11.022787
6.572972972972973,1582.6171875,9.430038
6.572972972972973,1589.84375,4.800863
6.572972972972973,1597.0703125,-1.0219986
6.572972972972973,1604.296875,4.8766303
6.572972972972973,1611.5234375,7.6846814
6.572972972972973,1618.75,7.9300523
6.572972972972973,1625.9765625,6.4265323
6.572972972972973,1633.203125,3.3153942
6.572972972972973,1640.4296875,1.5946888
6.572972972972973,1647.65625,4.053008
6.572972972972973,1654.8828125,5.362131
6.572972972972973,1662.109375,4.8373003
6.572972972972973,1669.3359375,3.2725434
6.572972972972973,1676.5625,1.0725311
6.572972972972973,1683.7890625,-1.7449825
6.572972972972973,1691.015625,-1.9813491
6.572972972972973,1698.2421875,1.8196558
6.572972972972973,1705.46875,5.091895
6.572972972972973,1712.6953125,6.5190315
6.572972972972973,1719.921875,5.179784
6.572972972972973,1727.1484375,-2.4567742
6.572972972972973,1734.375,-2.5480917
6.572972972972973,1741.6015625,5.8939
6.572972972972973,1748.828125,7.357231
6.572972972972973,1756.0546875,5.059895
6.572972972972973,1763.28125,-0.24783643
6.572972972972973,1770.5078125,-1.4967716
6.572972972972973,1777.734375,0.83460987
6.572972972972973,1784.9609375,4.2366047
6.572972972972973,1792.1875,7.120118
6.572972972972973,1799.4140625,7.505575
6.572972972972973,1806.640625,4.3037086
6.572972972972973,1813.8671875,-9.19437
6.572972972972973,1821.09375,-0.99678046
6.572972972972973,1828.3203125,3.909917
6.572972972972973,1835.546875,4.0043774
6.572972972972973,1842.7734375,1.6539036
6.572972972972973,1850.0,-0.4437423
6.642162162162162,0.0,-313.0712
6.642162162162162,7.2265625,-313.0712
6.642162162162162,14.453125,-313.0712
6.642162162162162,21.6796875,-313.0712
6.642162162162162,28.90625,-313.0712
6.642162162162162,36.1328125,-313.0712
6.642162162162162,43.359375,-313.0712
6.642162162162162,50.5859375,-313.0712
6.642162162162162,57.8125,-313.0712
6.642162162162162,65.0390625,-313.0712
6.642162162162162,72.265625,-313.0712
6.642162162162162,79.4921875,-313.0712
6.642162162162162,86.71875,-313.0712
6.642162162162162,93.9453125,-313.0712
6.642162162162162,101.171875,-313.0712
6.642162162162162,108.3984375,-313.0712
6.642162162162162,115.625,-313.0712
6.642162162162162,122.8515625,-313.0712
6.642162162162162,130.078125,-313.0712
6.642162162162162,137.3046875,-313.0712
6.642162162162162,144.53125,-313.0712
6.642162162162162,151.7578125,-313.0712
6.642162162162162,158.984375,-313.0712
6.642162162162162,166.2109375,-313.0712
6.642162162162162,173.4375,-313.0712
6.642162162162162,180.6640625,-313.0712
6.642162162162162,187.890625,-313.0712
6.642162162162162,195.1171875,-313.0712
6.642162162162162,202.34375,-313.0712
6.642162162162162,209.5703125,-313.0712
6.642162162162162,216.796875,-313.0712
6.642162162162162,224.0234375,-313.0712
6.642162162162162,231.25,-313.0712
6.642162162162162,238.4765625,-313.0712
6.642162162162162,245.703125,-313.0712
6.642162162162162,252.9296875,-313.0712
6.642162162162162,260.15625,-313.0712
6.642162162162162,267.3828125,-313.0712
6.642162162162162,274.609375,-313.0712
6.642162162162162,281.8359375,-313.0712
6.642162162162162,289.0625,-313.0712
6.642162162162162,296.2890625,-313.0712
6.642162162162162,303.515625,-313.0712
6.642162162162162,310.7421875,-313.0712
6.642162162162162,317.96875,-313.0712
6.642162162162162,325.1953125,-313.0712
6.642162162162162,332.421875,-313.0712
6.642162162162162,339.6484375,-313.0712
6.642162162162162,346.875,-313.0712
6.642162162162162,354.1015625,-313.0712
6.642162162162162,361.328125,-313.0712
6.642162162162162,368.5546875,-313.0712
6.642162162162162,375.78125,-313.0712
6.642162162162162,383.0078125,-313.0712
6.642162162162162,390.234375,-313.0712
6.642162162162162,397.4609375,-313.0712
6.642162162162162,404.6875,-313.0712
6.642162162162162,411.9140625,-313.0712
6.642162162162162,419.140625,-313.0712
6.642162162162162,426.3671875,-313.0712
6.642162162162162,433.59375,-313.0712
6.642162162162162,440.8203125,-313.0712
6.642162162162162,448.046875,-313.0712
6.642162162162162,455.2734375,-313.0712
6.642162162162162,462.5,-313.0712
6.642162162162162,469.7265625,-313.0712
6.642162162162162,476.953125,-313.0712
6.642162162162162,484.1796875,-313.0712
6.642162162162162,491.40625,-313.0712
6.642162162162162,498.6328125,-313.0712
6.642162162162162,505.859375,-313.0712
6.642162162162162,513.0859375,-313.0712
6.642162162162162,520.3125,-313.0712
6.642162162162162,527.5390625,-313.0712
6.642162162162162,534.765625,-313.0712
6.642162162162162,541.9921875,-313.0712
6.642162162162162,549.21875,-313.0712
6.642162162162162,556.4453125,-313.0712
6.642162162162162,563.671875,-313.0712
6.642162162162162,570.8984375,-313.0712
6.642162162162162,578.125,-313.0712
6.642162162162162,585.3515625,-313.0712
6.642162162162162,592.578125,-313.0712
6.642162162162162,599.8046875,-313.0712
6.642162162162162,607.03125,-313.0712
6.642162162162162,614.2578125,-313.0712
6.642162162162162,621.484375,-313.0712
6.642162162162162,628.7109375,-313.0712
6.642162162162162,635.9375,-313.0712
6.642162162162162,643.1640625,-313.0712
6.642162162162162,650.390625,-313.0712
6.642162162162162,657.6171875,-313.0712
6.642162162162162,664.84375,-313.0712
6.642162162162162,672.0703125,-313.0712
6.642162162162162,679.296875,-313.0712
6.642162162162162,686.5234375,-313.0712
6.642162162162162,693.75,-313.0712
6.642162162162162,700.9765625,-313.0712
6.642162162162162,708.203125,-313.0712
6.642162162162162,715.4296875,-313.0712
6.642162162162162,722.65625,-313.0712
6.642162162162162,729.8828125,-313.0712
6.642162162162162,737.109375,-313.0712
6.642162162162162,744.3359375,-313.0712
6.642162162162162,751.5625,-313.0712
6.642162162162162,758.7890625,-313.0712
6.642162162162162,766.015625,-313.0712
6.642162162162162,773.2421875,-313.0712
6.642162162162162,780.46875,-313.0712
6.642162162162162,787.6953125,-313.0712
6.642162162162162,794.921875,-313.0712
6.642162162162162,802.1484375,-313.0712
6.642162162162162,809.375,-313.0712
6.642162162162162,816.6015625,-313.0712
6.642162162162162,823.828125,-313.0712
6.642162162162162,831.0546875,-313.0712
6.642162162162162,838.28125,-313.0712
6.642162162162162,845.5078125,-313.0712
6.642162162162162,852.734375,-313.0712
6.642162162162162,859.9609375,-313.0712
6.642162162162162,867.1875,-313.0712
6.642162162162162,874.4140625,-313.0712
6.642162162162162,881.640625,-313.0712
6.642162162162162,888.8671875,-313.0712
6.642162162162162,896.09375,-313.0712
6.642162162162162,903.3203125,-313.0712
6.642162162162162,910.546875,-313.0712
6.642162162162162,917.7734375,-313.0712
6.642162162162162,925.0,-313.0712
6.642162162162162,932.2265625,-313.0712
6.642162162162162,939.453125,-313.0712
6.642162162162162,946.6796875,-313.0712
6.642162162162162,953.90625,-313.0712
6.642162162162162,961.1328125,-313.0712
6.642162162162162,968.359375,-313.0712
6.642162162162162,975.5859375,-313.0712
6.642162162162162,982.8125,-313.0712
6.642162162162162,990.0390625,-313.0712
6.642162162162162,997.265625,-313.0712
6.642162162162162,1004.4921875,-313.0712
6.642162162162162,1011.71875,-313.0712
6.642162162162162,1018.9453125,-313.0712
6.642162162162162,1026.171875,-313.0712
6.642162162162162,1033.3984375,-313.0712
6.642162162162162,1040.625,-313.0712
6.642162162162162,1047.8515625,-313.0712
6.642162162162162,1055.078125,-313.0712
6.642162162162162,1062.3046875,-313.0712
6.642162162162162,1069.53125,-313.0712
6.642162162162162,1076.7578125,-313.0712
6.642162162162162,1083.984375,-313.0712
6.642162162162162,1091.2109375,-313.0712
6.642162162162162,1098.4375,-313.0712
6.642162162162162,1105.6640625,-313.0712
6.642162162162162,1112.890625,-313.0712
6.642162162162162,1120.1171875,-313.0712
6.642162162162162,1127.34375,-313.0712
6.642162162162162,1134.5703125,-313.0712
6.642162162162162,1141.796875,-313.0712
6.642162162162162,1149.0234375,-313.0712
6.642162162162162,1156.25,-313.0712
6.642162162162162,1163.4765625,-313.0712
6.642162162162162,1170.703125,-313.0712
6.642162162162162,1177.9296875,-313.0712
6.642162162162162,1185.15625,-313.0712
6.642162162162162,1192.3828125,-313.0712
6.642162162162162,1199.609375,-313.0712
6.642162162162162,1206.8359375,-313.0712
6.642162162162162,1214.0625,-313.0712
6.642162162162162,1221.2890625,-313.0712
6.642162162162162,1228.515625,-313.0712
6.642162162162162,1235.7421875,-313.0712
6.642162162162162,1242.96875,-313.0712
6.642162162162162,1250.1953125,-313.0712
6.642162162162162,1257.421875,-313.0712
6.642162162162162,1264.6484375,-313.0712
6.642162162162162,1271.875,-313.0712
6.642162162162162,1279.1015625,-313.0712
6.642162162162162,1286.328125,-313.0712
6.642162162162162,1293.5546875,-313.0712
6.642162162162162,1300.78125,-313.0712
6.642162162162162,1308.0078125,-313.0712
6.642162162162162,1315.234375,-313.0712
6.642162162162162,1322.4609375,-313.0712
6.642162162162162,1329.6875,-313.0712
6.642162162162162,1336.9140625,-313.0712
6.642162162162162,1344.140625,-313.0712
6.642162162162162,1351.3671875,-313.0712
6.642162162162162,1358.59375,-313.0712
6.642162162162162,1365.8203125,-313.0712
6.642162162162162,1373.046875,-313.0712
6.642162162162162,1380.2734375,-313.0712
6.642162162162162,1387.5,-313.0712
6.642162162162162,1394.7265625,-313.0712
6.642162162162162,1401.953125,-313.0712
6.642162162162162,1409.1796875,-313.0712
6.642162162162162,1416.40625,-313.0712
6.642162162162162,1423.6328125,-313.0712
6.642162162162162,1430.859375,-313.0712
6.642162162162162,1438.0859375,-313.0712
6.642162162162162,1445.3125,-313.0712
6.642162162162162,1452.5390625,-313.0712
6.642162162162162,1459.765625,-313.0712
6.642162162162162,1466.9921875,-313.0712
6.642162162162162,1474.21875,-313.0712
6.642162162162162,1481.4453125,-313.0712
6.642162162162162,1488.671875,-313.0712
6.642162162162162,1495.8984375,-313.0712
6.642162162162162,1503.125,-313.0712
6.642162162162162,1510.3515625,-313.0712
6.642162162162162,1517.578125,-313.0712
6.642162162162162,1524.8046875,-313.0712
6.642162162162162,1532.03125,-313.0712
6.642162162162162,1539.2578125,-313.0712
6.642162162162162,1546.484375,-313.0712
6.642162162162162,1553.7109375,-313.0712
6.642162162162162,1560.9375,-313.0712
6.642162162162162,1568.1640625,-313.0712
6.642162162162162,1575.390625,-313.0712
6.642162162162162,1582.6171875,-313.0712
6.642162162162162,1589.84375,-313.0712
6.642162162162162,1597.0703125,-313.0712
6.642162162162162,1604.296875,-313.0712
6.642162162162162,1611.5234375,-313.0712
6.642162162162162,1618.75,-313.0712
6.642162162162162,1625.9765625,-313.0712
6.642162162162162,1633.203125,-313.0712
6.642162162162162,1640.4296875,-313.0712
6.642162162162162,1647.65625,-313.0712
6.642162162162162,1654.8828125,-313.0712
6.642162162162162,1662.109375,-313.0712
6.642162162162162,1669.3359375,-313.0712
6.642162162162162,1676.5625,-313.0712
6.642162162162162,1683.7890625,-313.0712
6.642162162162162,1691.015625,-313.0712
6.642162162162162,1698.2421875,-313.0712
6.642162162162162,1705.46875,-313.0712
6.642162162162162,1712.6953125,-313.0712
6.642162162162162,1719.921875,-313.0712
6.642162162162162,1727.1484375,-313.0712
6.642162162162162,1734.375,-313.0712
6.642162162162162,1741.6015625,-313.0712
6.642162162162162,1748.828125,-313.0712
6.642162162162162,1756.0546875,-313.0712
6.642162162162162,1763.28125,-313.0712
6.642162162162162,1770.5078125,-313.0712
6.642162162162162,1777.734375,-313.0712
6.642162162162162,1784.9609375,-313.0712
6.642162162162162,1792.1875,-313.0712
6.642162162162162,1799.4140625,-313.0712
6.642162162162162,1806.640625,-313.0712
6.642162162162162,1813.8671875,-313.0712
6.642162162162162,1821.09375,-313.0712
6.642162162162162,1828.3203125,-313.0712
6.642162162162162,1835.546875,-313.0712
6.642162162162162,1842.7734375,-313.0712
6.642162162162162,1850.0,-313.0712
6.711351351351351,0.0,-313.0712
6.711351351351351,7.2265625,-313.0712
6.711351351351351,14.453125,-313.0712
6.711351351351351,21.6796875,-313.0712
6.711351351351351,28.90625,-313.0712
6.711351351351351,36.1328125,-313.0712
6.711351351351351,43.359375,-313.0712
6.711351351351351,50.5859375,-313.0712
6.711351351351351,57.8125,-313.0712
6.711351351351351,65.0390625,-313.0712
6.711351351351351,72.265625,-313.0712
6.711351351351351,79.4921875,-313.0712
6.711351351351351,86.71875,-313.0712
6.711351351351351,93.9453125,-313.0712
6.711351351351351,101.171875,-313.0712
6.711351351351351,108.3984375,-313.0712
6.711351351351351,115.625,-313.0712
6.711351351351351,122.8515625,-313.0712
6.711351351351351,130.078125,-313.0712
6.711351351351351,137.3046875,-313.0712
6.711351351351351,144.53125,-313.0712
6.711351351351351,151.7578125,-313.0712
6.711351351351351,158.984375,-313.0712
6.711351351351351,166.2109375,-313.0712
6.711351351351351,173.4375,-313.0712
6.711351351351351,180.6640625,-313.0712
6.711351351351351,187.890625,-313.0712
6.711351351351351,195.1171875,-313.0712
6.711351351351351,202.34375,-313.0712
6.711351351351351,209.5703125,-313.0712
6.711351351351351,216.796875,-313.0712
6.711351351351351,224.0234375,-313.0712
6.711351351351351,231.25,-313.0712
6.711351351351351,238.4765625,-313.0712
6.711351351351351,245.703125,-313.0712
6.711351351351351,252.9296875,-313.0712
6.711351351351351,260.15625,-313.0712
6.711351351351351,267.3828125,-313.0712
6.711351351351351,274.609375,-313.0712
6.711351351351351,281.8359375,-313.0712
6.711351351351351,289.0625,-313.0712
6.711351351351351,296.2890625,-313.0712
6.711351351351351,303.515625,-313.0712
6.711351351351351,310.7421875,-313.0712
6.711351351351351,317.96875,-313.0712
6.711351351351351,325.1953125,-313.0712
6.711351351351351,332.421875,-313.0712
6.711351351351351,339.6484375,-313.0712
6.711351351351351,346.875,-313.0712
6.711351351351351,354.1015625,-313.0712
6.711351351351351,361.328125,-313.0712
6.711351351351351,368.5546875,-313.0712
6.711351351351351,375.78125,-313.0712
6.711351351351351,383.0078125,-313.0712
6.711351351351351,390.234375,-313.0712
6.711351351351351,397.4609375,-313.0712
6.711351351351351,404.6875,-313.0712
6.711351351351351,411.9140625,-313.0712
6.711351351351351,419.140625,-313.0712
6.711351351351351,426.3671875,-313.0712
6.711351351351351,433.59375,-313.0712
6.711351351351351,440.8203125,-313.0712
6.711351351351351,448.046875,-313.0712
6.711351351351351,455.2734375,-313.0712
6.711351351351351,462.5,-313.0712
6.711351351351351,469.7265625,-313.0712
6.711351351351351,476.953125,-313.0712
6.711351351351351,484.1796875,-313.0712
6.711351351351351,491.40625,-313.0712
6.711351351351351,498.6328125,-313.0712
6.711351351351351,505.859375,-313.0712
6.711351351351351,513.0859375,-313.0712
6.711351351351351,520.3125,-313.0712
6.711351351351351,527.5390625,-313.0712
6.711351351351351,534.765625,-313.0712
6.711351351351351,541.9921875,-313.0712
6.711351351351351,549.21875,-313.0712
6.711351351351351,556.4453125,-313.0712
6.711351351351351,563.671875,-313.0712
6.711351351351351,570.8984375,-313.0712
6.711351351351351,578.125,-313.0712
6.711351351351351,585.3515625,-313.0712
6.711351351351351,592.578125,-313.0712
6.711351351351351,599.8046875,-313.0712
6.711351351351351,607.03125,-313.0712
6.711351351351351,614.2578125,-313.0712
6.711351351351351,621.484375,-313.0712
6.711351351351351,628.7109375,-313.0712
6.711351351351351,635.9375,-313.0712
6.711351351351351,643.1640625,-313.0712
6.711351351351351,650.390625,-313.0712
6.711351351351351,657.6171875,-313.0712
6.711351351351351,664.84375,-313.0712
6.711351351351351,672.0703125,-313.0712
6.711351351351351,679.296875,-313.0712
6.711351351351351,686.5234375,-313.0712
6.711351351351351,693.75,-313.0712
6.711351351351351,700.9765625,-313.0712
6.711351351351351,708.203125,-313.0712
6.711351351351351,715.4296875,-313.0712
6.711351351351351,722.65625,-313.0712
6.711351351351351,729.8828125,-313.0712
6.711351351351351,737.109375,-313.0712
6.711351351351351,744.3359375,-313.0712
6.711351351351351,751.5625,-313.0712
6.711351351351351,758.7890625,-313.0712
6.711351351351351,766.015625,-313.0712
6.711351351351351,773.2421875,-313.0712
6.711351351351351,780.46875,-313.0712
6.711351351351351,787.6953125,-313.0712
6.711351351351351,794.921875,-313.0712
6.711351351351351,802.1484375,-313.0712
6.711351351351351,809.375,-313.0712
6.711351351351351,816.6015625,-313.0712
6.711351351351351,823.828125,-313.0712
6.711351351351351,831.0546875,-313.0712
6.711351351351351,838.28125,-313.0712
6.711351351351351,845.5078125,-313.0712
6.711351351351351,852.734375,-313.0712
6.711351351351351,859.9609375,-313.0712
6.711351351351351,867.1875,-313.0712
6.711351351351351,874.4140625,-313.0712
6.711351351351351,881.640625,-313.0712
6.711351351351351,888.8671875,-313.0712
6.711351351351351,896.09375,-313.0712
6.711351351351351,903.3203125,-313.0712
6.711351351351351,910.546875,-313.0712
6.711351351351351,917.7734375,-313.0712
6.711351351351351,925.0,-313.0712
6.711351351351351,932.2265625,-313.0712
6.711351351351351,939.453125,-313.0712
6.711351351351351,946.6796875,-313.0712
6.711351351351351,953.90625,-313.0712
6.711351351351351,961.1328125,-313.0712
6.711351351351351,968.359375,-313.0712
6.711351351351351,975.5859375,-313.0712
6.711351351351351,982.8125,-313.0712
6.711351351351351,990.0390625,-313.0712
6.711351351351351,997.265625,-313.0712
6.711351351351351,1004.4921875,-313.0712
6.711351351351351,1011.71875,-313.0712
6.711351351351351,1018.9453125,-313.0712
6.711351351351351,1026.171875,-313.0712
6.711351351351351,1033.3984375,-313.0712
6.711351351351351,1040.625,-313.0712
6.711351351351351,1047.8515625,-313.0712
6.711351351351351,1055.078125,-313.0712
6.711351351351351,1062.3046875,-313.0712
6.711351351351351,1069.53125,-313.0712
6.711351351351351,1076.7578125,-313.0712
6.711351351351351,1083.984375,-313.0712
6.711351351351351,1091.2109375,-313.0712
6.711351351351351,1098.4375,-313.0712
6.711351351351351,1105.6640625,-313.0712
6.711351351351351,1112.890625,-313.0712
6.711351351351351,1120.1171875,-313.0712
6.711351351351351,1127.34375,-313.0712
6.711351351351351,1134.5703125,-313.0712
6.711351351351351,1141.796875,-313.0712
6.711351351351351,1149.0234375,-313.0712
6.711351351351351,1156.25,-313.0712
6.711351351351351,1163.4765625,-313.0712
6.711351351351351,1170.703125,-313.0712
6.711351351351351,1177.9296875,-313.0712
6.711351351351351,1185.15625,-313.0712
6.711351351351351,1192.3828125,-313.0712
6.711351351351351,1199.609375,-313.0712
6.711351351351351,1206.8359375,-313.0712
6.711351351351351,1214.0625,-313.0712
6.711351351351351,1221.2890625,-313.0712
6.711351351351351,1228.515625,-313.0712
6.711351351351351,1235.7421875,-313.0712
6.711351351351351,1242.96875,-313.0712
6.711351351351351,1250.1953125,-313.0712
6.711351351351351,1257.421875,-313.0712
6.711351351351351,1264.6484375,-313.0712
6.711351351351351,1271.875,-313.0712
6.711351351351351,1279.1015625,-313.0712
6.711351351351351,1286.328125,-313.0712
6.711351351351351,1293.5546875,-313.0712
6.711351351351351,1300.78125,-313.0712
6.711351351351351,1308.0078125,-313.0712
6.711351351351351,1315.234375,-313.0712
6.711351351351351,1322.4609375,-313.0712
6.711351351351351,1329.6875,-313.0712
6.711351351351351,1336.9140625,-313.0712
6.711351351351351,1344.140625,-313.0712
6.711351351351351,1351.3671875,-313.0712
6.711351351351351,1358.59375,-313.0712
6.711351351351351,1365.8203125,-313.0712
6.711351351351351,1373.046875,-313.0712
6.711351351351351,1380.2734375,-313.0712
6.711351351351351,1387.5,-313.0712
6.711351351351351,1394.7265625,-313.0712
6.711351351351351,1401.953125,-313.0712
6.711351351351351,1409.1796875,-313.0712
6.711351351351351,1416.40625,-313.0712
6.711351351351351,1423.6328125,-313.0712
6.711351351351351,1430.859375,-313.0712
6.711351351351351,1438.0859375,-313.0712
6.711351351351351,1445.3125,-313.0712
6.711351351351351,1452.5390625,-313.0712
6.711351351351351,1459.765625,-313.0712
6.711351351351351,1466.9921875,-313.0712
6.711351351351351,1474.21875,-313.0712
6.711351351351351,1481.4453125,-313.0712
6.711351351351351,1488.671875,-313.0712
6.711351351351351,1495.8984375,-313.0712
6.711351351351351,1503.125,-313.0712
6.711351351351351,1510.3515625,-313.0712
6.711351351351351,1517.578125,-313.0712
6.711351351351351,1524.8046875,-313.0712
6.711351351351351,1532.03125,-313.0712
6.711351351351351,1539.2578125,-313.0712
6.711351351351351,1546.484375,-313.0712
6.711351351351351,1553.7109375,-313.0712
6.711351351351351,1560.9375,-313.0712
6.711351351351351,1568.1640625,-313.0712
6.711351351351351,1575.390625,-313.0712
6.711351351351351,1582.6171875,-313.0712
6.711351351351351,1589.84375,-313.0712
6.711351351351351,1597.0703125,-313.0712
6.711351351351351,1604.296875,-313.0712
6.711351351351351,1611.5234375,-313.0712
6.711351351351351,1618.75,-313.0712
6.711351351351351,1625.9765625,-313.0712
6.711351351351351,1633.203125,-313.0712
6.711351351351351,1640.4296875,-313.0712
6.711351351351351,1647.65625,-313.0712
6.711351351351351,1654.8828125,-313.0712
6.711351351351351,1662.109375,-313.0712
6.711351351351351,1669.3359375,-313.0712
6.711351351351351,1676.5625,-313.0712
6.711351351351351,1683.7890625,-313.0712
6.711351351351351,1691.015625,-313.0712
6.711351351351351,1698.2421875,-313.0712
6.711351351351351,1705.46875,-313.0712
6.711351351351351,1712.6953125,-313.0712
6.711351351351351,1719.921875,-313.0712
6.711351351351351,1727.1484375,-313.0712
6.711351351351351,1734.375,-313.0712
6.711351351351351,1741.6015625,-313.0712
6.711351351351351,1748.828125,-313.0712
6.711351351351351,1756.0546875,-313.0712
6.711351351351351,1763.28125,-313.0712
6.711351351351351,1770.5078125,-313.0712
6.711351351351351,1777.734375,-313.0712
6.711351351351351,1784.9609375,-313.0712
6.711351351351351,1792.1875,-313.0712
6.711351351351351,1799.4140625,-313.0712
6.711351351351351,1806.640625,-313.0712
6.711351351351351,1813.8671875,-313.0712
6.711351351351351,1821.09375,-313.0712
6.711351351351351,1828.3203125,-313.0712
6.711351351351351,1835.546875,-313.0712
6.711351351351351,1842.7734375,-313.0712
6.711351351351351,1850.0,-313.0712
6.780540540540541,0.0,-313.0712
6.780540540540541,7.2265625,-313.0712
6.780540540540541,14.453125,-313.0712
6.780540540540541,21.6796875,-313.0712
6.780540540540541,28.90625,-313.0712
6.780540540540541,36.1328125,-313.0712
6.780540540540541,43.359375,-313.0712
6.780540540540541,50.5859375,-313.0712
6.780540540540541,57.8125,-313.0712
6.780540540540541,65.0390625,-313.0712
6.780540540540541,72.265625,-313.0712
6.780540540540541,79.4921875,-313.0712
6.780540540540541,86.71875,-313.0712
6.780540540540541,93.9453125,-313.0712
6.780540540540541,101.171875,-313.0712
6.780540540540541,108.3984375,-313.0712
6.780540540540541,115.625,-313.0712
6.780540540540541,122.8515625,-313.0712
6.780540540540541,130.078125,-313.0712
6.780540540540541,137.3046875,-313.0712
6.780540540540541,144.53125,-313.0712
6.780540540540541,151.7578125,-313.0712
6.780540540540541,158.984375,-313.0712
6.780540540540541,166.2109375,-313.0712
6.780540540540541,173.4375,-313.0712
6.780540540540541,180.6640625,-313.0712
6.780540540540541,187.890625,-313.0712
6.780540540540541,195.1171875,-313.0712
6.780540540540541,202.34375,-313.0712
6.780540540540541,209.5703125,-313.0712
6.780540540540541,216.796875,-313.0712
6.780540540540541,224.0234375,-313.0712
6.780540540540541,231.25,-313.0712
6.780540540540541,238.4765625,-313.0712
6.780540540540541,245.703125,-313.0712
6.780540540540541,252.9296875,-313.0712
6.780540540540541,260.15625,-313.0712
6.780540540540541,267.3828125,-313.0712
6.780540540540541,274.609375,-313.0712
6.780540540540541,281.8359375,-313.0712
6.780540540540541,289.0625,-313.0712
6.780540540540541,296.2890625,-313.0712
6.780540540540541,303.515625,-313.0712
6.780540540540541,310.7421875,-313.0712
6.780540540540541,317.96875,-313.0712
6.780540540540541,325.1953125,-313.0712
6.780540540540541,332.421875,-313.0712
6.780540540540541,339.6484375,-313.0712
6.780540540540541,346.875,-313.0712
6.780540540540541,354.1015625,-313.0712
6.780540540540541,361.328125,-313.0712
6.780540540540541,368.5546875,-313.0712
6.780540540540541,375.78125,-313.0712
6.780540540540541,383.0078125,-313.0712
6.780540540540541,390.234375,-313.0712
6.780540540540541,397.4609375,-313.0712
6.780540540540541,404.6875,-313.0712
6.780540540540541,411.9140625,-313.0712
6.780540540540541,419.140625,-313.0712
6.780540540540541,426.3671875,-313.0712
6.780540540540541,433.59375,-313.0712
6.780540540540541,440.8203125,-313.0712
6.780540540540541,448.046875,-313.0712
6.780540540540541,455.2734375,-313.0712
6.780540540540541,462.5,-313.0712
6.780540540540541,469.7265625,-313.0712
6.780540540540541,476.953125,-313.0712
6.780540540540541,484.1796875,-313.0712
6.780540540540541,491.40625,-313.0712
6.780540540540541,498.6328125,-313.0712
6.780540540540541,505.859375,-313.0712
6.780540540540541,513.0859375,-313.0712
6.780540540540541,520.3125,-313.0712
6.780540540540541,527.5390625,-313.0712
6.780540540540541,534.765625,-313.0712
6.780540540540541,541.9921875,-313.0712
6.780540540540541,549.21875,-313.0712
6.780540540540541,556.4453125,-313.0712
6.780540540540541,563.671875,-313.0712
6.780540540540541,570.8984375,-313.0712
6.780540540540541,578.125,-313.0712
6.780540540540541,585.3515625,-313.0712
6.780540540540541,592.578125,-313.0712
6.780540540540541,599.8046875,-313.0712
6.780540540540541,607.03125,-313.0712
6.780540540540541,614.2578125,-313.0712
6.780540540540541,621.484375,-313.0712
6.780540540540541,628.7109375,-313.0712
6.780540540540541,635.9375,-313.0712
6.780540540540541,643.1640625,-313.0712
6.780540540540541,650.390625,-313.0712
6.780540540540541,657.6171875,-313.0712
6.780540540540541,664.84375,-313.0712
6.780540540540541,672.0703125,-313.0712
6.780540540540541,679.296875,-313.0712
6.780540540540541,686.5234375,-313.0712
6.780540540540541,693.75,-313.0712
6.780540540540541,700.9765625,-313.0712
6.780540540540541,708.203125,-313.0712
6.780540540540541,715.4296875,-313.0712
6.780540540540541,722.65625,-313.0712
6.780540540540541,729.8828125,-313.0712
6.780540540540541,737.109375,-313.0712
6.780540540540541,744.3359375,-313.0712
6.780540540540541,751.5625,-313.0712
6.780540540540541,758.7890625,-313.0712
6.780540540540541,766.015625,-313.0712
6.780540540540541,773.2421875,-313.0712
6.780540540540541,780.46875,-313.0712
6.780540540540541,787.6953125,-313.0712
6.780540540540541,794.921875,-313.0712
6.780540540540541,802.1484375,-313.0712
6.780540540540541,809.375,-313.0712
6.780540540540541,816.6015625,-313.0712
6.780540540540541,823.828125,-313.0712
6.780540540540541,831.0546875,-313.0712
6.780540540540541,838.28125,-313.0712
6.780540540540541,845.5078125,-313.0712
6.780540540540541,852.734375,-313.0712
6.780540540540541,859.9609375,-313.0712
6.780540540540541,867.1875,-313.0712
6.780540540540541,874.4140625,-313.0712
6.780540540540541,881.640625,-313.0712
6.780540540540541,888.8671875,-313.0712
6.780540540540541,896.09375,-313.0712
6.780540540540541,903.3203125,-313.0712
6.780540540540541,910.546875,-313.0712
6.780540540540541,917.7734375,-313.0712
6.780540540540541,925.0,-313.0712
